species,trend_class,trend_grade,trend_slope,p_positive,p_negative,mk_tau,mk_p,diet_specialization,habitat_breadth,Habitat,Habitat.Density,Migration,Trophic.Level,Primary.Lifestyle,migration_score
Pernis ptilorhynchus,expanding,strong_expanding,0.09060175785442898,1,0,1,0.02748633611151034,0.6,5,Woodland,2,1,Carnivore,Insessorial,1
Limosa limosa,expanding,strong_expanding,0.05271060375052068,1,0,1,0.02748633611151034,0.5000000000000001,8,Wetland,3,3,Carnivore,Terrestrial,3
Phylloscopus pulcher,stable,stable,0.001286772094953696,0.5825,0.4175,-0.2,0.8064959405073402,0.6000000000000001,2,Forest,1,1,Carnivore,Insessorial,1
Ardea purpurea,expanding,strong_expanding,0.05941626144267421,1,0,1,0.02748633611151034,0.1333333333333333,8,Wetland,3,3,Carnivore,Terrestrial,3
Phylloscopus armandii,stable,stable,0.0025861752607079353,0.6675,0.3325,0.6,0.2206713619198468,1,5,Shrubland,2,1,Carnivore,Insessorial,1
Butastur indicus,stable,stable,-4.895751756084347e-4,0.4625,0.5375,-0.2,0.8064959405073402,0,5,Woodland,2,3,Carnivore,Insessorial,3
Platalea leucorodia,expanding,strong_expanding,0.046288978580916885,1,0,1,0.02748633611151034,0.6,8,Wetland,3,2,Carnivore,Terrestrial,2
Emberiza tristrami,expanding,strong_expanding,0.03015050548990876,0.995,0.005,0.8,0.08641073297370003,0.49999999999999983,2,Forest,1,3,Omnivore,Terrestrial,3
Spatula querquedula,stable,stable,0.02857859786104836,0.9275,0.0725,0.4,0.4624327264504763,0.6,8,Wetland,3,3,Omnivore,Aquatic,3
Alcippe hueti,expanding,strong_expanding,0.013031070526328573,1,0,1,0.02748633611151034,0.6,5,NA,NA,NA,NA,NA,2
Garrulax perspicillatus,expanding,strong_expanding,0.027346009269823526,1,0,0.8,0.08641073297370003,0.6999999999999997,5,Shrubland,2,1,Carnivore,Terrestrial,1
Cinclus pallasii,stable,stable,-1.9762484345725817e-4,0.505,0.495,0,1,1,8,Riverine,3,1,Carnivore,Generalist,1
Calidris ferruginea,expanding,expanding,0.03620381129152022,0.965,0.035,1,0.02748633611151034,0.6000000000000001,8,Coastal,3,3,Carnivore,Terrestrial,3
Tadorna tadorna,expanding,strong_expanding,0.044849757607912016,1,0,1,0.02748633611151034,0.5999999999999996,8,Coastal,3,2,Carnivore,Generalist,2
Chlidonias leucopterus,expanding,strong_expanding,0.03918368972412738,0.9975,0.0025,0.6,0.2206713619198468,0.6999999999999997,8,Wetland,3,3,Carnivore,Aerial,3
Anthus roseatus,expanding,expanding,0.022570313560739474,0.965,0.035,0.6,0.2206713619198468,1,8,Grassland,3,1,Carnivore,Terrestrial,1
Phoenicurus frontalis,expanding,expanding,0.01381599716702459,0.9725,0.0275,1,0.02748633611151034,1,2,Forest,1,2,Carnivore,Insessorial,2
Mareca strepera,expanding,strong_expanding,0.050042482002193786,0.9975,0.0025,0.6,0.2206713619198468,0.6,8,Wetland,3,2,Herbivore,Aquatic,2
Periparus rubidiventris,contracting,contracting,-0.011606725579349057,0.035,0.965,-1,0.02748633611151034,0.6,2,Forest,1,1,Carnivore,Insessorial,1
Eremophila alpestris,stable,stable,0.004550114808310268,0.7875,0.2125,0.2,0.8064959405073402,0,8,Grassland,3,3,Omnivore,Terrestrial,3
Aythya nyroca,expanding,strong_expanding,0.05738484232914943,0.9975,0.0025,0.8,0.08641073297370003,0.45000000000000007,8,Wetland,3,3,Herbivore,Aquatic,3
Calidris acuminata,expanding,expanding,0.02496386858183993,0.99,0.01,1,0.02748633611151034,0.6000000000000001,8,Wetland,3,3,Carnivore,Terrestrial,3
Ceryle rudis,expanding,strong_expanding,0.028392849513455606,0.9975,0.0025,1,0.02748633611151034,0.6000000000000001,8,Wetland,3,1,Carnivore,Insessorial,1
Circus spilonotus,stable,stable,0.026543941297556103,0.935,0.065,0.2,0.8064959405073402,NA,NA,NA,NA,NA,NA,NA,NA
Pseudopodoces humilis,stable,stable,-4.240388929504127e-4,0.45,0.55,-0.2,0.8064959405073402,NA,NA,NA,NA,NA,NA,NA,NA
Pyrrhula erythaca,stable,stable,-0.008069359701413596,0.19,0.81,-0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Netta rufina,expanding,strong_expanding,0.052751355141921884,1,0,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Emberiza cioides,expanding,strong_expanding,0.034600589648816744,0.995,0.005,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Anser anser,expanding,strong_expanding,0.050549390019026474,0.9975,0.0025,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Otus sunia,stable,stable,-0.00869049235515688,0.335,0.665,-0.2,0.8064959405073402,NA,NA,NA,NA,NA,NA,NA,NA
Aethopyga christinae,expanding,strong_expanding,0.029897488737900064,1,0,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Stachyridopsis ruficeps,stable,stable,0.008635284358184179,0.9175,0.0825,0.6,0.2206713619198468,NA,NA,NA,NA,NA,NA,NA,NA
Carpodacus dubius,stable,stable,-0.007529032798551653,0.095,0.905,-1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Phylloscopus yunnanensis,stable,stable,0.007662424332083791,0.7625,0.2375,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Remiz consobrinus,expanding,strong_expanding,0.03313196688036994,1,0,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Turdus kessleri,contracting,contracting,-0.012028701524475428,0.02,0.98,-1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Phylloscopus forresti,stable,stable,-0.00796261931419787,0.1875,0.8125,-0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Hydrophasianus chirurgus,stable,stable,0.022327929238605482,0.9475,0.0525,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Numenius phaeopus,expanding,strong_expanding,0.03621602864670315,0.9975,0.0025,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Phoenicurus schisticeps,stable,stable,-0.0036753085868714654,0.2575,0.7425,-0.6,0.2206713619198468,NA,NA,NA,NA,NA,NA,NA,NA
Anthus richardi,stable,stable,0.012658675294595984,0.74,0.26,0.2,0.8064959405073402,NA,NA,NA,NA,NA,NA,NA,NA
Nucifraga caryocatactes,stable,stable,0.01416718707033518,0.925,0.075,0.6,0.2206713619198468,NA,NA,NA,NA,NA,NA,NA,NA
Poecile montanus,stable,stable,-0.02125110556126413,0.06,0.94,-0.4,0.4624327264504763,NA,NA,NA,NA,NA,NA,NA,NA
Muscicapa griseisticta,expanding,expanding,0.022910475690774184,0.9825,0.0175,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Numenius arquata,expanding,expanding,0.028198947111116146,0.9875,0.0125,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Falco peregrinus,stable,stable,0.026035884742733616,0.9,0.1,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Lanius tigrinus,contracting,contracting,-0.028889372719009817,0.0225,0.9775,-1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Sitta europaea,stable,stable,0.015759342043253344,0.92,0.08,0.6,0.2206713619198468,NA,NA,NA,NA,NA,NA,NA,NA
Vanellus vanellus,expanding,strong_expanding,0.04673616431070129,1,0,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Caprimulgus jotaka,stable,stable,0.015151518499912923,0.805,0.195,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Xenus cinereus,expanding,expanding,0.026730593180467735,0.98,0.02,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Pluvialis squatarola,expanding,strong_expanding,0.03708950589840309,1,0,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Anser cygnoides,expanding,expanding,0.022654533263725025,0.9725,0.0275,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Saxicola ferreus,expanding,strong_expanding,0.022252095259417206,0.995,0.005,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Muscicapa latirostris,stable,stable,0.012527401004078563,0.79,0.21,0.6,0.2206713619198468,NA,NA,NA,NA,NA,NA,NA,NA
Oenanthe isabellina,stable,stable,-0.0031841167016964447,0.305,0.695,-0.6,0.2206713619198468,NA,NA,NA,NA,NA,NA,NA,NA
Prunella strophiata,stable,stable,-0.009185754945739758,0.075,0.925,-0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Emberiza pallasi,expanding,strong_expanding,0.042992803897070636,1,0,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Chaimarrornis leucocephalus,stable,stable,0.001261798613206611,0.5775,0.4225,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Saxicola maurus,expanding,strong_expanding,0.04408586700103919,1,0,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Riparia diluta,expanding,expanding,0.02376571055272657,0.955,0.045,0.4,0.4624327264504763,NA,NA,NA,NA,NA,NA,NA,NA
Dendronanthus indicus,stable,stable,0.0016276118457916868,0.59,0.41,0.4,0.4624327264504763,NA,NA,NA,NA,NA,NA,NA,NA
Gypaetus barbatus,stable,stable,0.0026557160573674934,0.7325,0.2675,0.4,0.4624327264504763,NA,NA,NA,NA,NA,NA,NA,NA
Cuculus saturatus,stable,stable,0.0309350621222613,0.9475,0.0525,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Larus crassirostris,expanding,strong_expanding,0.017306999373682398,1,0,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Riparia riparia,expanding,strong_expanding,0.06332096619353333,1,0,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Spilornis cheela,expanding,strong_expanding,0.024345534730103275,1,0,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Ptyonoprogne rupestris,stable,stable,0.006908997117979759,0.8525,0.1475,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Pyrgilauda ruficollis,stable,stable,0.0038953356619485,0.865,0.135,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Lanius phoenicuroides,expanding,strong_expanding,0.016115845838282804,0.9975,0.0025,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Linaria flavirostris,stable,stable,0.0027706953965375754,0.7625,0.2375,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Centropus bengalensis,expanding,expanding,0.0163595464587839,0.9625,0.0375,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Terpsiphone incei,expanding,expanding,0.02182462442619735,0.9525,0.0475,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Halcyon smyrnensis,expanding,strong_expanding,0.013917632252772823,1,0,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Megaceryle lugubris,expanding,expanding,0.01962473679216082,0.975,0.025,0.6,0.2206713619198468,NA,NA,NA,NA,NA,NA,NA,NA
Phoenicurus leucocephalus,expanding,strong_expanding,0.04805764833017258,0.9925,0.0075,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Spatula clypeata,expanding,strong_expanding,0.05841595506773336,1,0,0.4,0.4624327264504763,NA,NA,NA,NA,NA,NA,NA,NA
Alcippe davidi,expanding,strong_expanding,0.021023690484721167,1,0,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Pluvialis fulva,stable,stable,0.02570644899720387,0.915,0.085,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Larus brunnicephalus,expanding,expanding,0.027471909166206884,0.9725,0.0275,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Parayuhina diademata,expanding,expanding,0.01833610012086612,0.98,0.02,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Calidris temminckii,expanding,expanding,0.05785288663999369,0.98,0.02,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Accipiter virgatus,expanding,expanding,0.020970814751864755,0.985,0.015,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Phylloscopus schwarzi,expanding,strong_expanding,0.049487868527218905,0.995,0.005,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Calidris alpina,expanding,strong_expanding,0.03691629586423111,1,0,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Aythya ferina,expanding,expanding,0.039513236143237825,0.99,0.01,0.4,0.4624327264504763,NA,NA,NA,NA,NA,NA,NA,NA
Charadrius leschenaultii,expanding,expanding,0.030122442168925834,0.985,0.015,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Anser indicus,expanding,expanding,0.027418630134854897,0.99,0.01,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Arenaria interpres,expanding,strong_expanding,0.028148021727757627,1,0,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Passer domesticus,expanding,strong_expanding,0.057389814715875766,1,0,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Limosa lapponica,expanding,strong_expanding,0.024404191449365238,1,0,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Phoenicurus hodgsoni,expanding,strong_expanding,0.0234166900098205,1,0,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Calidris canutus,expanding,strong_expanding,0.017805583527480674,0.9925,0.0075,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Onychostruthus taczanowskii,stable,stable,0.002483174908754281,0.745,0.255,0.6,0.2206713619198468,NA,NA,NA,NA,NA,NA,NA,NA
Sturnus vulgaris,expanding,strong_expanding,0.07148785129503332,1,0,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Glaucidium cuculoides,stable,stable,0.012373717846946596,0.895,0.105,0.6,0.2206713619198468,NA,NA,NA,NA,NA,NA,NA,NA
Corvus pectoralis,expanding,strong_expanding,0.03365775317125537,1,0,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Pnoepyga pusilla,stable,stable,-5.960567584436546e-4,0.5,0.5,-0.2,0.8064959405073402,NA,NA,NA,NA,NA,NA,NA,NA
Pericrocotus speciosus,expanding,strong_expanding,0.01754985130529597,0.9975,0.0025,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Garrulax davidi,contracting,contracting,-0.020288945783934566,0.02,0.98,-0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Lalage melaschistos,stable,stable,0.02815546932181033,0.935,0.065,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Streptopelia tranquebarica,stable,stable,-0.017242140387668966,0.1625,0.8375,-0.6,0.2206713619198468,NA,NA,NA,NA,NA,NA,NA,NA
Mareca falcata,expanding,strong_expanding,0.05215368349583613,1,0,0.6,0.2206713619198468,NA,NA,NA,NA,NA,NA,NA,NA
Emberiza chrysophrys,expanding,strong_expanding,0.03789284306479915,1,0,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Aviceda leuphotes,stable,stable,-0.002361258399948874,0.4,0.6,-0.2,0.8064959405073402,NA,NA,NA,NA,NA,NA,NA,NA
Corvus corax,stable,stable,0.00222228711492256,0.645,0.355,0.4,0.4624327264504763,NA,NA,NA,NA,NA,NA,NA,NA
Turdus eunomus,stable,stable,0.00571654236506174,0.66,0.34,0.4,0.4624327264504763,NA,NA,NA,NA,NA,NA,NA,NA
Ficedula erithacus,stable,stable,0.003276014006943423,0.6375,0.3625,0.6,0.2206713619198468,NA,NA,NA,NA,NA,NA,NA,NA
Calidris tenuirostris,expanding,strong_expanding,0.012723908796674666,1,0,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Aquila chrysaetos,stable,stable,0.008795283179416769,0.875,0.125,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Carpodacus vinaceus,stable,stable,-0.001393202716991832,0.4875,0.5125,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Pandion haliaetus,expanding,expanding,0.04716462652533417,0.9675,0.0325,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Numenius madagascariensis,expanding,strong_expanding,0.018247228221978638,1,0,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Turdus cardis,expanding,expanding,0.028960909686484255,0.98,0.02,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Cacomantis merulinus,expanding,strong_expanding,0.01925863310793152,1,0,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Calidris subminuta,stable,stable,0.025532833688665095,0.87,0.13,0.6,0.2206713619198468,NA,NA,NA,NA,NA,NA,NA,NA
Elanus caeruleus,expanding,strong_expanding,0.02795198165282051,0.9975,0.0025,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Athene noctua,stable,stable,0.008438633921869356,0.85,0.15,0.2,0.8064959405073402,NA,NA,NA,NA,NA,NA,NA,NA
Halcyon pileata,stable,stable,-0.01386017131386518,0.0625,0.9375,-1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Pterorhinus davidi,expanding,strong_expanding,0.04224508746679448,0.9975,0.0025,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Troglodytes troglodytes,stable,stable,6.51576838440148e-4,0.5425,0.4575,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Egretta intermedia,stable,stable,-0.002405826116944464,0.3875,0.6125,-0.2,0.8064959405073402,NA,NA,NA,NA,NA,NA,NA,NA
Alauda arvensis,expanding,strong_expanding,0.05786181950382118,1,0,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Glaucidium brodiei,expanding,expanding,0.02230844830857064,0.985,0.015,0.6,0.2206713619198468,NA,NA,NA,NA,NA,NA,NA,NA
Lophophanes dichrous,contracting,strong_contracting,-0.025355735351156983,0,1,-1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Enicurus schistaceus,expanding,strong_expanding,0.021521679065318895,1,0,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Mergus merganser,expanding,strong_expanding,0.02713706440224039,0.995,0.005,0.6,0.2206713619198468,NA,NA,NA,NA,NA,NA,NA,NA
Pica bottanensis,expanding,expanding,0.012350757809057644,0.955,0.045,0.6,0.2206713619198468,NA,NA,NA,NA,NA,NA,NA,NA
Yuhina diademata,stable,stable,-0.006490704313124345,0.23,0.77,-0.2,0.8064959405073402,NA,NA,NA,NA,NA,NA,NA,NA
Luscinia svecica,expanding,strong_expanding,0.07310457618195594,1,0,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Ficedula strophiata,stable,stable,5.560555646219785e-5,0.5325,0.4675,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Monticola solitarius,stable,stable,0.005985104567183435,0.6775,0.3225,0.6,0.2206713619198468,NA,NA,NA,NA,NA,NA,NA,NA
Glareola maldivarum,expanding,expanding,0.03403470226082323,0.9825,0.0175,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Alaudala cheleensis,stable,stable,-0.001009591325872556,0.505,0.495,-0.4,0.4624327264504763,NA,NA,NA,NA,NA,NA,NA,NA
Ciconia nigra,expanding,strong_expanding,0.04843472720791935,0.9975,0.0025,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Turdus hortulorum,expanding,strong_expanding,0.02329177720113805,0.9925,0.0075,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Phylloscopus plumbeitarsus,stable,stable,0.005951680155995417,0.74,0.26,0.4,0.4624327264504763,NA,NA,NA,NA,NA,NA,NA,NA
Parus major,expanding,strong_expanding,0.024494725922887223,1,0,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Horornis acanthizoides,stable,stable,-0.005968935297934682,0.34,0.66,-0.2,0.8064959405073402,NA,NA,NA,NA,NA,NA,NA,NA
Fulvetta cinereiceps,stable,stable,-0.007985425095281209,0.1725,0.8275,-0.4,0.4624327264504763,NA,NA,NA,NA,NA,NA,NA,NA
Phylloscopus affinis,stable,stable,-1.857100744783656e-4,0.4925,0.5075,-0.2,0.8064959405073402,NA,NA,NA,NA,NA,NA,NA,NA
Larvivora sibilans,stable,stable,0.019913103387510855,0.905,0.095,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Zosterops erythropleurus,stable,stable,0.025640622725746968,0.875,0.125,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Yuhina nigrimenta,stable,stable,0.010043784613176893,0.91,0.09,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Oenanthe oenanthe,expanding,strong_expanding,0.02663509984833841,0.9975,0.0025,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Phylloscopus castaniceps,expanding,expanding,0.03454418045980723,0.9775,0.0225,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Larus relictus,expanding,strong_expanding,0.024837946002268962,0.9975,0.0025,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Phylloscopus tenellipes,stable,stable,0.022260222734751554,0.915,0.085,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Horornis flavolivaceus,stable,stable,-0.02054676807761162,0.05,0.95,-0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Hirundapus caudacutus,stable,stable,-0.01637293015481169,0.2575,0.7425,-0.4,0.4624327264504763,NA,NA,NA,NA,NA,NA,NA,NA
Anthus spinoletta,stable,stable,0.0236722427251252,0.945,0.055,0.6,0.2206713619198468,NA,NA,NA,NA,NA,NA,NA,NA
Blythipicus pyrrhotis,stable,stable,0.009374781666498837,0.925,0.075,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Clamator coromandus,stable,stable,0.013196480465617924,0.8725,0.1275,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Calidris falcinellus,expanding,strong_expanding,0.02498450397312149,0.9975,0.0025,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Larus ichthyaetus,expanding,strong_expanding,0.03620052881670346,1,0,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Phylloscopus subaffinis,stable,stable,-0.007853721196870155,0.2775,0.7225,-0.4,0.4624327264504763,NA,NA,NA,NA,NA,NA,NA,NA
Grus nigricollis,stable,stable,0.0016011343566858206,0.6425,0.3575,0.4,0.4624327264504763,NA,NA,NA,NA,NA,NA,NA,NA
Phylloscopus ogilviegranti,contracting,contracting,-0.031145611561354213,0.0175,0.9825,-0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Horornis canturians,expanding,expanding,0.05477802550841485,0.99,0.01,0.6,0.2206713619198468,NA,NA,NA,NA,NA,NA,NA,NA
Charadrius placidus,expanding,strong_expanding,0.06181114680474629,0.995,0.005,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Oenanthe pleschanka,stable,stable,0.004149112040804771,0.7425,0.2575,0.2,0.8064959405073402,NA,NA,NA,NA,NA,NA,NA,NA
Leucosticte nemoricola,stable,stable,0.0066131415220160765,0.9025,0.0975,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Enicurus scouleri,stable,stable,0.0074960489415983,0.8025,0.1975,0.6,0.2206713619198468,NA,NA,NA,NA,NA,NA,NA,NA
Galerida cristata,stable,stable,0.012907731952285369,0.9225,0.0775,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Paradoxornis gularis,stable,stable,0.008724312392717355,0.8275,0.1725,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Circus melanoleucos,expanding,strong_expanding,0.0612059405222904,1,0,0.6,0.2206713619198468,NA,NA,NA,NA,NA,NA,NA,NA
Calidris alba,expanding,strong_expanding,0.016778021155271262,0.9925,0.0075,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Ixobrychus cinnamomeus,expanding,expanding,0.02020473938642039,0.9625,0.0375,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Lophura nycthemera,stable,stable,0.0061588175447372575,0.8575,0.1425,0.6,0.2206713619198468,NA,NA,NA,NA,NA,NA,NA,NA
Accipiter gularis,stable,stable,0.019583407090164935,0.895,0.105,0.4,0.4624327264504763,NA,NA,NA,NA,NA,NA,NA,NA
Pica pica,expanding,strong_expanding,0.03806541626601503,1,0,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Staphida torqueola,stable,stable,0.01622738433077796,0.9425,0.0575,0.6,0.2206713619198468,NA,NA,NA,NA,NA,NA,NA,NA
Mycerobas carnipes,stable,stable,-0.006095949546180741,0.2025,0.7975,-0.6,0.2206713619198468,NA,NA,NA,NA,NA,NA,NA,NA
Prunella fulvescens,stable,stable,0.004056715501810869,0.87,0.13,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Phylloscopus ricketti,stable,stable,0.0175405636142031,0.8925,0.1075,0.6,0.2206713619198468,NA,NA,NA,NA,NA,NA,NA,NA
Emberiza fucata,stable,stable,0.009707059141926011,0.6975,0.3025,0.6,0.2206713619198468,NA,NA,NA,NA,NA,NA,NA,NA
Chrysolophus pictus,expanding,expanding,0.013833371953479319,0.985,0.015,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Psilopogon faber,expanding,strong_expanding,0.017273899867449916,1,0,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Pterorhinus pectoralis,stable,stable,0.012758186557763842,0.82,0.18,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Lioparus chrysotis,stable,stable,-0.008968161608211506,0.14,0.86,-0.6,0.2206713619198468,NA,NA,NA,NA,NA,NA,NA,NA
Luscinia cyane,stable,stable,-0.006876127632668531,0.3325,0.6675,-0.4,0.4624327264504763,NA,NA,NA,NA,NA,NA,NA,NA
Turdus merula,expanding,strong_expanding,0.026048177351980874,1,0,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Sinosuthora alphonsiana,stable,stable,-0.0012757680719970846,0.455,0.545,-0.2,0.8064959405073402,NA,NA,NA,NA,NA,NA,NA,NA
Podiceps nigricollis,expanding,expanding,0.031228800281801423,0.9725,0.0275,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Turdus obscurus,expanding,expanding,0.03013009891059594,0.9525,0.0475,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Circus cyaneus,expanding,strong_expanding,0.06027708718418482,0.995,0.005,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Turdus naumanni,expanding,strong_expanding,0.036104863251144856,0.995,0.005,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Anthus rubescens,expanding,strong_expanding,0.03752968256345493,0.9925,0.0075,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Regulus regulus,stable,stable,-0.022744185165300537,0.0775,0.9225,-1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Corvus frugilegus,expanding,strong_expanding,0.04167670147507879,0.995,0.005,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Anthus cervinus,stable,stable,0.010475078240476828,0.7375,0.2625,0.4,0.4624327264504763,NA,NA,NA,NA,NA,NA,NA,NA
