species,trend_class,trend_slope,bio4,bio7,bio11,bio13,elev_mean,hfi_mean,landcover_built,landcover_cropland,centroid_lat,centroid_lon
Gallinago gallinago,expanding,0.032668751177238095,291.2338423235642,37.95851191624468,19.256643455126184,14.716329002668063,993.2745463063194,4.2673082711416015,0.009642161211385121,0.055723736891560724,36.71718404487133,111.04552073050077
Prinia flaviventris,expanding,0.013427485934840973,6.771416204640983,0.5158250485775842,0.5719327920831131,0.19926744929592474,2.6241386591403284,0.15425210339290477,6.937190604555033e-4,0.004149404428827216,25.419965564753,111.79717249700755
Motacilla citreola,expanding,0.037686468304705546,320.3079833690995,34.07936968134124,23.766005736050996,13.626082480882857,786.487711522172,4.532424207533024,0.01071149100810601,0.05470844526858477,36.93197839709383,103.00034802077165
Accipiter soloensis,stable,0.0075733630035700475,183.8181648857331,14.84209647591466,11.02030830467337,6.186559902945635,221.11320945310433,2.561633522878054,0.007784530664834244,0.02502850117527615,31.98676866523467,114.31983648036329
Accipiter trivirgatus,expanding,0.02257619561719098,9.330049373943057,0.7039411426009935,0.41709034285689056,0.3412896621456137,13.430568193976795,0.09579285044452163,2.5780571136035956e-4,9.801725171515248e-4,28.26791807125914,109.66698656637764
Cisticola juncidis,stable,0.0035090387048564583,175.0264319273207,13.28487428083375,10.40062929310641,5.591233035126698,196.82125800772357,2.121995128906983,0.006110260607702679,0.016805304467928106,31.58614814341978,114.50438771861292
Dicrurus leucophaeus,expanding,0.015836509213438366,14.485781103151924,1.0491553853009745,0.745397779668652,0.5205437628258324,27.144643147005695,0.12173456021951848,2.4465362886915814e-4,7.716786379746509e-4,28.62249175011019,108.30144702783593
Ardea intermedia,expanding,0.07558771306906374,234.92273680307497,20.6462178255602,15.588188343464052,8.872572733972493,483.7332331795546,2.882393132916069,0.007046865059414339,0.02782466922585433,33.31828678268075,113.51068305259562
Lonchura punctulata,expanding,0.02036136639006538,9.234826489043028,0.6238290158895643,0.4227405307315165,0.3227579721827236,11.808601103309723,0.08573283051455366,2.3152779267377266e-4,8.419888609014615e-4,27.124705426817705,110.64092665750572
Orthotomus sutorius,expanding,0.012777767964926674,0.8784917755494307,0.041391147828172506,0.09194972798143504,0.02102141085398741,0.711537452038222,0.010831682163395076,6.378384463947682e-5,7.210489555878708e-5,24.515717943536174,109.67780298300377
Falco subbuteo,expanding,0.02891750180371037,349.05144245118515,39.82414095463651,24.380456470509866,15.679710041040183,978.935629390729,5.087595038910852,0.012468841634388888,0.06041814412567079,37.6937700954688,107.7753863571341
Pericrocotus ethologus,stable,0.00376411141600916,197.07682973981727,12.443863404036547,12.594493094891927,5.670985491001689,150.86178307363897,2.541151847548145,0.008179145154911827,0.014885025233403851,32.91935896752266,98.95272403286465
Muscicapa sibirica,stable,0.0067473635417526785,234.50696706461153,26.11630774867986,16.073346942337462,10.17789451445427,622.6558097484599,3.358945953601959,0.008292481794049303,0.04524719581872911,34.57054453032406,112.3602253087241
Picumnus innominatus,expanding,0.01610937716750253,5.5797001500649275,0.5234106382281075,0.29522138691226957,0.2274032389101157,11.190190121634398,0.0676114888622959,2.2068693559838026e-4,5.651305685588686e-4,28.203350748418096,108.8254179874218
Sternula albifrons,expanding,0.039863551130823835,478.2630461062958,53.99352067779137,35.563167822936244,21.460021800277584,1428.26819683956,6.890530548030625,0.017031755527393836,0.08649437683060776,39.60497395224271,110.79750256709663
Butorides striata,stable,0.015181800955699072,204.23549324889487,21.008273941089715,12.27846089193857,8.846985498292101,548.6146772109269,2.812724712222263,0.006640587093148396,0.04150221445292437,32.721164772433625,115.16964936385945
Yungipicus canicapillus,expanding,0.033200815983434565,225.04363086713394,17.975988528101986,13.80319252532024,8.123515327376117,346.79612527056184,2.6041133243753984,0.006049976305558781,0.026337268132071368,33.11248615548014,111.537852345207
Periparus ater,stable,0.003445803787801806,374.3083576580697,42.61879834754591,24.058614695309604,17.553020016339588,1113.9999498924049,5.015062401189603,0.010920245337826522,0.05503034266957247,38.5597199496432,107.94707484155357
Phylloscopus magnirostris,stable,-0.005688861605792471,133.35275925774388,10.102352924327528,8.364763343198796,4.089187176746547,101.33719753788947,1.8008139396744547,0.004446558717970341,0.010348080251902555,33.356114573933986,97.2458134300277
Tarsiger cyanurus,stable,0.01698519778789218,221.08569994025953,28.038468613049957,13.970405999597592,10.665820245366396,620.7613973619458,3.171226369177372,0.006933618434375661,0.04613040514569677,35.04780744001036,113.11543133565368
Cuculus sparverioides,stable,-0.007556684548462261,51.60241421149746,4.208095187450563,2.3937380656906133,1.983966573170995,71.51342759039679,0.5697026597899755,0.0012864282615609305,0.005442725494624738,29.854423424194245,110.2166053705599
Cyanoderma ruficeps,expanding,0.03186087819916029,13.492483939686844,0.965542659619818,1.004585557594476,0.40119014493241884,7.098562988188189,0.25196618117867964,9.428472602321624e-4,0.005704793031413284,27.600768486771894,108.77420688433163
Eurystomus orientalis,stable,0.013378658325497988,189.60378518446606,22.831173988613468,10.426411568807286,9.427209802156387,574.5077439155797,2.6760494196291553,0.00585620870995721,0.03761149723383886,32.849411956763404,116.7515431184087
Anas carolinensis,expanding,0.05828019268886514,276.65723483133314,35.5579135366691,16.923475580776994,13.641856126511135,889.6166778578521,3.9037763977650553,0.008043055498967026,0.04995192965308683,36.78259307670114,109.36131844471016
Acrocephalus bistrigiceps,expanding,0.05483345429552696,311.30962907378216,41.89908046307073,18.924945657151895,15.826940008791473,1016.9556721156142,4.73961605692972,0.010561015278039366,0.07036981819391297,37.3726253892926,117.88340074087394
Centropus sinensis,expanding,0.019314231753177032,7.469060653724634,0.4891389569546951,0.6556144810877389,0.20175801910243688,1.731147033197561,0.1538538665328335,6.31701197009711e-4,0.004280575676509276,25.203558031521037,109.93760683385676
Buteo hemilasius,stable,0.008917988440195175,378.89976663285495,41.41486097205163,27.07390019853616,16.567331711164204,1024.1322752174563,5.222729604517901,0.011779405037662428,0.05945338943044389,38.6863569043072,102.51956342539195
Pycnonotus aurigaster,expanding,0.016878768840138,1.4424290550304637,0.07912852911539746,0.1432436876102827,0.0429546932364381,1.9521023781896663,0.014992050152690983,5.6795956279560415e-5,8.456837128890878e-5,25.151495609332777,108.72190752420047
Fringilla montifringilla,expanding,0.06680389799194987,315.970516106981,38.68658720328112,20.636339696840714,15.045715569830806,960.9123956869219,4.54717327119588,0.010402852203217476,0.05736182601950628,37.402877212299956,111.09081660462107
Phylloscopus humei,stable,0.012448396792740141,354.3973161947811,31.632500142755124,27.347878123782582,13.46689056492103,733.8784430749663,4.696126547426847,0.011427131121664437,0.047808577875534296,36.84760506788915,98.19809574510167
Apus pacificus,stable,0.005308845355010297,233.8269143337345,29.243265461475584,15.502710390819814,11.280787260431893,704.705703201662,3.484318750144964,0.007761782646002856,0.046343962777192514,35.51965256928634,110.47133321616238
Emberiza godlewskii,stable,-9.732079038713107e-4,367.61686035930154,30.341747474451513,27.924235071107418,13.049432299727428,627.7942285272426,4.974045774766422,0.01264297331675749,0.04940422873315423,36.94526809536774,97.77117871929188
Tringa erythropus,expanding,0.054709192444251604,335.20843235457056,41.14855990836548,24.153067130845756,16.108294518194768,1030.5744729234616,4.942361295258284,0.01093329049287775,0.06677324329660655,37.89255432881975,113.38633503062779
Enicurus leschenaulti,expanding,0.01699777488226155,11.181281663175492,1.291003738438818,0.5361502385575907,0.49653655150751563,21.995556973978978,0.1507190087727273,3.4267677393645316e-4,0.0010675755214589035,28.68928147942844,109.14792478787442
Phylloscopus borealis,stable,-0.008233818981535251,288.8086255185354,33.703693838369546,19.408256623071015,12.936893763639963,770.7664957060105,4.279007608360332,0.010671580009496475,0.058077311336275486,35.997814165776646,114.1687808989827
Cuculus poliocephalus,stable,-5.377630112187786e-4,92.89381518314833,8.149841639752747,6.011270301668359,3.425751579226515,131.98414070176165,1.333506887486806,0.0036104971617608064,0.016646854892292666,31.073476361756722,108.8184291438087
Phylloscopus coronatus,stable,-0.007639192565841041,296.0550154064915,32.41664841157782,19.004711158664573,13.017997912311104,854.3139436125481,4.1837956255342466,0.01024316178132323,0.05351757339473651,35.37452463718535,115.5019881374635
Phylloscopus trochiloides,stable,0.005227854997208573,259.7131888534064,27.289351458409687,17.447592889439647,11.206370182716576,672.4999633433622,3.6926911447834865,0.008933273111101028,0.03473874179501193,35.832495707689226,94.33540330108879
Pericrocotus solaris,expanding,0.024539465308420067,2.773640880275314,0.21024474268983717,0.1758710585364412,0.09965539256570168,4.844054738291985,0.03260731507806424,1.3318575503694713e-4,2.953765932025235e-4,26.81063885478931,109.22854488610247
Aethopyga gouldiae,stable,0.009320404476889413,31.022431657274176,2.310378569165026,1.8694293952399283,1.0512920971089028,31.81517672739235,0.362304046202317,7.476005431470741e-4,0.0022233639982785565,29.261813123403275,99.14483531266428
Tringa stagnatilis,expanding,0.03440491936946747,325.9580929568264,43.53107595883738,21.544053651662466,16.892120137483293,1140.7404565424,4.969772078265821,0.01089169098723596,0.07237416272953145,37.75370991407284,115.8510164859256
Muscicapa dauurica,expanding,0.054203302599745644,237.59725408149183,27.031875702241507,15.204242796261022,10.473158653630755,622.2844869834562,3.450050073319043,0.008719387338202699,0.043753812900597835,34.48231016650434,114.6447505917234
Buteo japonicus,expanding,0.04131634545550776,287.4238091728815,33.032594642295905,19.554056223674113,13.019342397085447,809.3984022535453,4.131876337523353,0.009979518642544096,0.05168180738659464,36.043095110374146,109.22917444689305
Gelochelidon nilotica,expanding,0.04659827586905335,467.46755394417755,51.71188658471566,34.53266283903663,20.392061495607823,1298.0853356025634,6.798217577170797,0.017150214335210905,0.0882691290624221,39.26509493756791,114.22025373538477
Eumyias thalassinus,expanding,0.020564264560086327,5.4282823082202825,0.40000567393550096,0.3618468344745836,0.1859642733936831,7.419258548075902,0.06826153132918591,2.289098543301174e-4,6.540819724013628e-4,27.400360092751665,106.48054261768537
Sitta villosa,stable,-0.013914668691469416,568.3174360602462,47.7225885105518,36.16376512200778,20.65449768589668,963.5592477345235,6.877885686241054,0.014525201929781116,0.06343822946032623,40.61819201575826,110.8025897788102
Alauda gulgula,stable,-0.014886859103929626,94.07375819317869,8.419114292148649,5.702705262737961,3.373607482235427,117.49082184306054,1.256230301574554,0.0024380601970181814,0.011177791742788898,32.06557833590233,102.99979997308367
Calidris ruficollis,expanding,0.028899703653613027,315.6831773443486,39.806988431764275,18.60858723196233,15.496910985731072,863.0656553878935,5.129982930744342,0.011758838290469522,0.08735330291052215,36.99359154996761,116.74980698779409
Pernis ptilorhynchus,expanding,0.09148988542518659,257.26307774196977,26.999562128037965,16.764117202109418,10.680218568075562,557.1578664540257,3.7055363215683648,0.008931356115838767,0.047953135411221794,35.039473850144155,108.01624216862498
Limosa limosa,expanding,0.053908736563414036,389.3310780258873,47.11739831689333,28.136400164505805,18.356530517088505,1147.2192280458585,5.756536754339915,0.013451026514128104,0.07702659959860363,39.1179710072399,111.58683903864095
Phylloscopus pulcher,stable,0.0018455229713687821,192.28952674346988,11.462107044969587,15.268885032748505,5.015406304208346,116.38570194548794,2.3379162217501808,0.006415278656644145,0.013477865208879435,33.15619036905436,94.64934927380634
Ardea purpurea,expanding,0.05925593118671118,399.3528363702176,42.918872525446915,29.163150195958963,16.887678621800987,1033.0432938452957,5.582621936680673,0.013810462900650515,0.07149855106938097,37.70224874295164,115.39527985104222
Phylloscopus armandii,stable,0.004309071864362555,389.1023471511863,29.621995129954197,30.211934726687353,12.637310908410553,557.5340808627526,5.079656353268892,0.013236719214585607,0.04837741877946861,36.8961238388421,98.87635123665217
Butastur indicus,stable,6.773152535576743e-4,240.19155862907152,24.96754788907028,14.860456174699783,9.836186118871332,546.3921446739425,3.681226616108911,0.01010893158513262,0.05210095372653605,33.801557723536476,115.16399426117788
Platalea leucorodia,expanding,0.048546597234114135,407.46236342739076,46.74438742931788,30.437317063246365,18.21496758407788,1146.641940048517,5.7714294010972935,0.013162534926006046,0.07483481547504794,39.0323948150739,115.06455475443019
Emberiza tristrami,expanding,0.0293837874035264,271.2548637435479,37.270375059717615,14.948773152308721,13.91145093597723,854.9280784023883,4.315431626228356,0.009860631053648473,0.06694143869620035,36.248767652190416,117.82263197210033
Spatula querquedula,expanding,0.03333094925020415,363.9230975074157,42.70012869827749,25.874400968395793,16.78251519999143,1086.6915117023007,5.16862417857763,0.011943064524630172,0.06393271945483503,37.9513936221957,108.86149911300184
Alcippe hueti,expanding,0.013093788101500282,9.283956263472042,1.003991059872384,0.5123215161951524,0.4214963544669024,20.76142189331055,0.12173308556926488,3.6840854178325094e-4,0.0011554102282775019,26.233124962706476,114.32850589729392
Garrulax perspicillatus,expanding,0.026767881662118676,33.930967617218364,4.168143864571495,1.5166479581482886,1.6333842306960633,70.72863728331221,0.44294953102398626,7.976358963772681e-4,0.0036515529929563085,28.51872004816653,115.58669286975481
Cinclus pallasii,stable,-5.683373550639706e-4,151.03168360070185,12.339003025693408,10.808821089829102,5.739496678730215,288.539977018356,2.3130727186202873,0.006501116401960427,0.02171034446338865,32.030881394434346,108.02261907802871
Calidris ferruginea,expanding,0.03734953804567277,364.9742087503254,41.51488804248719,24.308690835888083,16.231822129508977,920.0970377393011,5.5162049199052845,0.013024069072685468,0.07140846665999222,38.05206651808031,111.17974973457471
Tadorna tadorna,expanding,0.04674911482721958,458.1803203031025,50.4100445709159,33.31824724559932,19.873489667281852,1231.537228671319,6.479449326723391,0.014747588421335972,0.0804885599563492,39.805064922889066,109.5506030430757
Chlidonias leucopterus,expanding,0.041571670423213976,380.45562933993364,48.854607833920994,25.60967618579952,18.628163240254302,1224.610620826526,5.705792313110837,0.013639034927342997,0.07534861267804485,39.20953745466688,112.43037844117632
Anthus roseatus,expanding,0.022317376411091217,246.92220955617918,17.624008423390578,18.13420395212338,7.700780597535633,306.33237378793734,3.1729849972563224,0.008894316403194788,0.02162875845295694,34.246477800978965,98.6820019410207
Phoenicurus frontalis,expanding,0.013909405788296634,145.2784950763291,10.95086245099685,9.228303470256739,4.494591888241104,122.4018225385535,1.8551489700167425,0.004176813598537006,0.011238337686380523,33.424072056781995,97.17448930388126
Mareca strepera,expanding,0.05244360470708704,354.93027235676686,41.00631952037559,24.736102590837977,16.0618416542898,1004.6433805654508,5.080767789565107,0.01183482921195986,0.06162588309564269,38.247200326592534,106.90338441734683
Periparus rubidiventris,contracting,-0.012127159817286319,100.01037667844571,8.380746343426194,4.9954447873993475,3.5043424649413515,99.36494771656606,1.2181181213856496,0.0021641101997064587,0.006502845686936327,33.32228276258496,94.14799268232517
Eremophila alpestris,stable,0.005148203042875228,396.24625964606867,43.26959512804465,30.1522573529953,17.33965623046686,1046.2220582246384,5.6109509963771185,0.01254585414105539,0.05976565810525966,39.098859786643644,96.37061017587887
Aythya nyroca,expanding,0.0613896995313127,354.45383292763654,35.352789692983194,25.64222519670112,14.178217727635538,826.052914938645,4.741148095746322,0.011166079676590989,0.04799033680042538,37.34416503466459,104.13857905260387
Calidris acuminata,expanding,0.02746766320061279,366.0371534883956,51.50098736714763,21.807411754672305,19.654400459815548,1337.9367346852703,5.722540757503475,0.012474615968802973,0.08493958251677464,39.320590700435524,119.06338428610506
Ceryle rudis,expanding,0.028470788627561482,70.40309277538152,6.410388432052612,4.029524287273292,2.723298254877968,101.78321407609339,0.8449469112208882,0.0016451291116931306,0.0069194800550145255,29.674264316944782,114.34520741885864
